(1219, 1),
(370, 2),
(429, 2),
(372, 2),
(1077, 3),
(1097, 4),
(1201, 4),
(545, 5),
(1264, 6),
(367, 6),
(52, 6),
(9, 7),
(650, 8),
(752, 9),
(56, 10),
(1072, 11),
(171, 12),
(842, 13),
(769, 14),
(824, 14),
(522, 15),
(551, 16),
(211, 17),
(1202, 18),
(1264, 19),
(827, 20),
(301, 21),
(83, 22),
(627, 23),
(52, 24),
(509, 25),
(506, 25),
(738, 25),
(984, 26),
(1244, 27),
(1095, 28),
(30, 29),
(587, 30),
(336, 31),
(805, 32),
(235, 33),
(231, 33),
(819, 34),
(160, 34),
(375, 35),
(726, 35),
(409, 36),
(195, 37),
(237, 37),
(253, 38),
(317, 39),
(433, 40),
(977, 41),
(85, 41),
(5, 41),
(447, 42),
(716, 43),
(581, 44),
(535, 45),
(965, 46),
(1244, 46),
(882, 47),
(899, 48),
(609, 49),
(1145, 50),
(122, 51),
(587, 52),
(433, 53),
(897, 54),
(564, 55),
(306, 56),
(249, 57),
(503, 57),
(1020, 58),
(743, 59),
(752, 59),
(785, 60),
(1193, 60),
(453, 61),
(720, 62),
(1085, 63),
(250, 63),
(957, 64),
(1046, 64),
(1087, 65),
(472, 66),
(605, 67),
(809, 67),
(176, 68),
(645, 69),
(102, 70),
(966, 71),
(703, 72),
(629, 73),
(1021, 74),
(290, 75),
(741, 75),
(276, 75),
(307, 76),
(797, 77),
(25, 78),
(154, 79),
(364, 80),
(964, 81),
(172, 82),
(432, 82),
(607, 83),
(1191, 84),
(83, 84),
(409, 85),
(365, 86),
(1177, 86),
(1153, 87),
(850, 88),
(551, 88),
(325, 89),
(661, 89),
(696, 90),
(661, 91),
(682, 92),
(160, 93),
(109, 93),
(678, 93),
(1053, 94),
(506, 95),
(1039, 96),
(67, 96),
(326, 97),
(605, 98),
(282, 99),
(149, 100),
(603, 101),
(48, 102),
(317, 103),
(567, 104),
(1266, 105),
(902, 106),
(651, 107),
(147, 108),
(454, 109),
(817, 110),
(279, 111),
(1185, 112),
(1024, 113),
(276, 114),
(258, 115),
(191, 116),
(1183, 117),
(873, 117),
(288, 118),
(1121, 118),
(478, 119),
(299, 120),
(916, 121),
(73, 122),
(1164, 123),
(721, 124),
(811, 125),
(385, 126),
(860, 127),
(472, 128),
(73, 129),
(258, 130),
(135, 131),
(885, 132),
(1264, 133),
(360, 134),
(967, 134),
(379, 135),
(292, 135),
(308, 135),
(615, 136),
(317, 137),
(365, 137),
(147, 137),
(640, 138),
(645, 139),
(943, 140),
(194, 141),
(269, 141),
(957, 141),
(1099, 142),
(1222, 142),
(412, 142),
(699, 143),
(31, 144),
(214, 145),
(1079, 146),
(1268, 146),
(1273, 147),
(945, 147),
(1266, 148),
(30, 149),
(668, 150),
(730, 150),
(792, 150),
(895, 151),
(549, 152),
(5, 153),
(71, 154),
(583, 155),
(545, 156),
(220, 157),
(1053, 158),
(27, 159),
(1075, 160),
(692, 161),
(772, 161),
(534, 161),
(575, 162),
(507, 162),
(1132, 163),
(502, 163),
(826, 164),
(710, 164),
(322, 164),
(846, 165),
(667, 166),
(1216, 167),
(661, 168),
(710, 169),
(1268, 170),
(502, 171),
(328, 172),
(875, 173),
(553, 173),
(195, 174),
(215, 175),
(932, 176),
(258, 177),
(585, 178),
(429, 179),
(154, 180),
(954, 180),
(916, 181),
(963, 182),
(397, 183),
(1024, 184),
(569, 184),
(1157, 185),
(1029, 186),
(65, 187),
(780, 188),
(73, 188),
(1138, 188),
(960, 189),
(361, 190),
(714, 191),
(216, 192),
(757, 193),
(290, 193),
(954, 194),
(414, 195),
(273, 196),
(564, 197),
(862, 198),
(882, 198),
(1179, 199),
(215, 200),
(774, 201),
(850, 202),
(1109, 202),
(200, 203),
(960, 204),
(961, 204),
(133, 205),
(571, 206),
(1272, 207),
(871, 208),
(597, 208),
(736, 208),
(211, 209),
(1053, 210),
(176, 210),
(1160, 211),
(932, 211),
(52, 211),
(398, 212),
(522, 212),
(367, 213),
(1159, 214),
(311, 215),
(1022, 216),
(12, 217),
(1260, 218),
(736, 219),
(702, 219),
(397, 219),
(235, 220),
(896, 220),
(518, 221),
(432, 222),
(1137, 222),
(9, 222),
(1020, 223),
(790, 223),
(1123, 224),
(1143, 225),
(1061, 226),
(944, 227),
(259, 227),
(233, 228),
(362, 229),
(195, 230),
(1113, 231),
(151, 231),
(269, 231),
(1157, 232),
(860, 233),
(984, 234),
(221, 235),
(1256, 236),
