(561, 1),
(294, 2),
(116, 3),
(1, 4),
(1, 5),
(379, 6),
(929, 7),
(892, 8),
(35, 9),
(122, 10),
(397, 11),
(100, 12),
(764, 13),
(980, 14),
(64, 15),
(929, 16),
(14, 17),
(955, 18),
(905, 19),
(662, 20),
(28, 21),
(836, 22),
(719, 23),
(719, 24),
(718, 25),
(29, 26),
(676, 27),
(1058, 28),
(252, 29),
(362, 30),
(998, 31),
(734, 32),
(187, 33),
(138, 34),
(319, 35),
(38, 36),
(230, 37),
(18, 38),
(949, 39),
(949, 40),
(986, 41),
(793, 42),
(921, 43),
(473, 44),
(500, 45),
(797, 46),
(239, 47),
(745, 48),
(82, 49),
(29, 50),
(564, 51),
(463, 52),
(646, 53),
(92, 54),
(882, 55),
(99, 56),
(91, 57),
(208, 58),
(507, 59),
(528, 60),
(224, 61),
(631, 62),
(912, 63),
(541, 64),
(533, 65),
(988, 66),
(491, 67),
(792, 68),
(593, 69),
(701, 70),
(531, 71),
(338, 72),
(899, 73),
(899, 74),
(44, 75),
(702, 76),
(702, 77),
(130, 78),
(163, 79),
(1032, 80),
(72, 81),
(940, 82),
(1045, 83),
(281, 84),
(301, 85),
(854, 86),
(1107, 87),
(887, 88),
(640, 89),
(23, 90),
(661, 91),
(310, 92),
(682, 93),
(83, 94),
(35, 95),
(170, 96),
(368, 97),
(839, 98),
(978, 99),
(978, 100),
(225, 101),
(329, 102),
(878, 103),
(989, 104),
(377, 105),
(587, 106),
(992, 107),
(858, 108),
(225, 109),
(5, 110),
(540, 111),
(837, 112),
(35, 113),
(35, 114),
(953, 115),
(306, 116),
(1053, 117),
(818, 118),
(185, 119),
(930, 120),
(592, 121),
(24, 122),
(637, 123),
(97, 124),
(731, 125),
(398, 126),
(27, 127),
(192, 128),
(30, 129),
(214, 130),
(697, 131),
(94, 132),
(724, 133),
(289, 134),
(956, 135),
(64, 136),
(1062, 137),
(1036, 138),
(636, 139),
(60, 140),
(596, 141),
(763, 142),
(743, 143),
(7, 144),
(465, 145),
(920, 146),
(351, 147),
(927, 148),
(813, 149),
(311, 150),
(1016, 151),
(810, 152),
(1110, 153),
(1003, 154),
(1106, 155),
(129, 156),
(1114, 157),
(1031, 158),
(864, 159),
(1050, 160),
(488, 161),
(1098, 162),
(418, 163),
(516, 164),
(493, 165),
(775, 166),
(806, 167),
(15, 168),
(42, 169),
(590, 170),
(569, 171),
(1060, 172),
(151, 173),
(156, 174),
(991, 175),
(159, 176),
(159, 177),
(344, 178),
(727, 179),
(807, 180),
(770, 181),
(157, 182),
(69, 183),
(446, 184),
(765, 185),
(596, 186),
(176, 187),
(674, 188),
(305, 189),
(1099, 190),
(448, 191),
(767, 192),
(320, 193),
(973, 194),
(973, 195),
(952, 196),
(186, 197),
(641, 198),
(356, 199),
(415, 200),
(153, 201),
(512, 202),
(883, 203),
(707, 204),
(759, 205),
(773, 206),
(222, 207),
(284, 208),
(423, 209),
(25, 210),
(213, 211),
(285, 212),
(420, 213),
(1090, 214),
(1073, 215),
(251, 216),
(109, 217),
(820, 218),
(578, 219),
(173, 220),
(176, 221),
(659, 222),
(444, 223),
(124, 224),
(972, 225),
(534, 226),
(142, 227),
(10, 228),
(608, 229),
(928, 230),
(1, 231),
(435, 232),
(535, 233),
(886, 234),
(1000, 235),
(221, 236),
(1008, 237),
(391, 238),
(611, 239),
(217, 240),
(1017, 241),
(420, 242),
(1051, 243),
(951, 244),
(951, 245),
(691, 246),
(45, 247),
(1074, 248),
(47, 249),
(1100, 250),
(660, 251),
(298, 252),
(237, 253),
(8, 254),
(29, 255),
(57, 256),
(619, 257),
(906, 258),
(736, 259),
(612, 260),
(482, 261),
(307, 262),
(1007, 263),
(231, 264),
(778, 265),
(856, 266),
(322, 267),
(383, 268),
(929, 269),
(929, 270),
(1, 271),
(102, 272),
(648, 273),
(666, 274),
(832, 275),
(548, 276),
(1112, 277),
(67, 278),
(260, 279),
(280, 280),
(1028, 281),
(249, 282),
(503, 283),
(262, 284),
(650, 285),
(277, 286),
(340, 287),
(615, 288),
(113, 289),
(824, 290),
(660, 291),
(665, 292),
(36, 293),
(325, 294),
(1022, 295),
(1033, 296),
(1013, 297),
(792, 298),
(342, 299),
(51, 300),
(714, 301),
(897, 302),
(181, 303),
(632, 304),
(297, 305),
(3, 306),
(915, 307),
(754, 308),
(748, 309),
(372, 310),
(883, 311),
(599, 312),
(367, 313),
(257, 314),
(81, 315),
(805, 316),
(1059, 317),
(1059, 318),
(1092, 319),
(470, 320),
(470, 321),
(482, 322),
(740, 323),
(482, 324),
(482, 325),
(482, 326),
(482, 327),
(130, 328),
(368, 329),
(368, 330),
(119, 331),
(910, 332),
(910, 333),
(219, 334),
(32, 335),
(1081, 336),
(331, 337),
(349, 338),
(918, 339),
(48, 340),
(315, 341),
(471, 342),
(768, 343),
(583, 344),
(299, 345),
(579, 346),
(821, 347),
(710, 348),
(361, 349),
(376, 350),
(118, 351),
(760, 352),
(965, 353),
(879, 354),
(589, 355),
(817, 356),
(479, 357),
(602, 358),
(1103, 359),
(89, 360),
(668, 361),
(1047, 362),
(892, 363),
(216, 364),
(558, 365),
(830, 366),
(225, 367),
(946, 368),
(39, 369),
(380, 370),
(510, 371),
(510, 372),
(308, 373),
(233, 374),
(722, 375),
(847, 376),
(1, 377),
(115, 378),
(950, 379),
(59, 380),
(352, 381),
(267, 382),
(1055, 383),
(34, 384),
(703, 385),
(944, 386),
(366, 387),
(497, 388),
(347, 389),
(690, 390),
(95, 391),
(95, 392),
(549, 393),
(431, 394),
(730, 395),
(598, 396),
(657, 397),
(481, 398),
(696, 399),
(506, 400),
(417, 401),
(417, 402),
(195, 403),
(526, 404),
(337, 405),
(419, 406),
(419, 407),
(495, 408),
(520, 409),
(596, 410),
(468, 411),
(1069, 412),
(434, 413),
(804, 414),
(145, 415),
(359, 416),
(585, 417),
(125, 418),
(421, 419),
(789, 420),
(71, 421),
(609, 422),
(111, 423),
(765, 424),
(1018, 425),
(328, 426),
(2, 427),
(161, 428),
(722, 429),
(110, 430),
(647, 431),
(220, 432),
(76, 433),
(98, 434),
(762, 435),
(167, 436),
(489, 437),
(618, 438),
(594, 439),
(452, 440),
(450, 441),
(265, 442),
(991, 443),
(482, 444),
(199, 445),
(975, 446),
(1085, 447),
(408, 448),
(595, 449),
(409, 450),
(829, 451),
(226, 452),
(1041, 453),
(616, 454),
(433, 455),
(674, 456),
(654, 457),
(577, 458),
(324, 459),
(264, 460),
(266, 461),
(266, 462),
(1033, 463),
(794, 464),
(95, 465),
(170, 466),
(614, 467),
(339, 468),
(49, 469),
(853, 470),
(1021, 471),
(954, 472),
(511, 473),
(462, 474),
(203, 475),
(623, 476),
(144, 477),
(865, 478),
(863, 479),
(172, 480),
(1086, 481),
(494, 482),
(18, 483),
(231, 484),
(970, 485),
(919, 486),
(902, 487),
(606, 488),
(851, 489),
(1109, 490),
(771, 491),
(517, 492),
(896, 493),
(474, 494),
(678, 495),
(802, 496),
(388, 497),
(360, 498),
(927, 499),
(929, 500),
(1086, 501),
(895, 502),
(669, 503),
(456, 504),
(279, 505),
(78, 506),
(695, 507),
(452, 508),
(1117, 509),
(588, 510),
(957, 511),
(209, 512),
(183, 513),
(37, 514),
(560, 515),
(638, 516),
(894, 517),
(288, 518),
(1011, 519),
(255, 520),
(974, 521),
(926, 522),
(512, 523),
(995, 524),
(728, 525),
(610, 526),
(846, 527),
(1005, 528),
(139, 529),
(1005, 530),
(888, 531),
(580, 532),
(1046, 533),
(1115, 534),
(892, 535),
(826, 536),
(273, 537),
(273, 538),
(1, 539),
(892, 540),
(889, 541),
(179, 542),
(752, 543),
(780, 544),
(620, 545),
(542, 546),
(1025, 547),
(747, 548),
(947, 549),
(165, 550),
(758, 551),
(123, 552),
(492, 553),
(710, 554),
(236, 555),
(202, 556),
(1093, 557),
(511, 558),
(80, 559),
(447, 560),
(486, 561),
(1082, 562),
(128, 563),
(445, 564),
(803, 565),
(987, 566),
(276, 567),
(677, 568),
(440, 569),
(242, 570),
(136, 571),
(201, 572),
(686, 573),
(303, 574),
(148, 575),
(772, 576),
(784, 577),
(607, 578),
(713, 579),
(412, 580),
(536, 581),
(399, 582),
(681, 583),
(291, 584),
(86, 585),
(382, 586),
(723, 587),
(717, 588),
(968, 589),
(567, 590),
(565, 591),
(929, 592),
(6, 593),
(363, 594),
(643, 595),
(1086, 596),
(250, 597),
(104, 598),
(104, 599),
(66, 600),
(604, 601),
(246, 602),
(53, 603),
(1066, 604),
(683, 605),
(108, 606),
(453, 607),
(1075, 608),
(1023, 609),
(596, 610),
(861, 611),
(530, 612),
(566, 613),
(1006, 614),
(720, 615),
(256, 616),
(908, 617),
(200, 618),
(934, 619),
(402, 620),
(965, 621),
(781, 622),
(721, 623),
(189, 624),
(424, 625),
(121, 626),
(722, 627),
(741, 628),
(55, 629),
(890, 630),
(1048, 631),
(31, 632),
(684, 633),
(278, 634),
(278, 635),
(823, 636),
(136, 637),
(1090, 638),
(178, 639),
(881, 640),
(245, 641),
(330, 642),
(861, 643),
(675, 644),
(317, 645),
(411, 646),
(686, 647),
(215, 648),
(988, 649),
(80, 650),
(459, 651),
(679, 652),
(485, 653),
(451, 654),
(948, 655),
(474, 656),
(483, 657),
(914, 658),
(1102, 659),
(756, 660),
(61, 661),
(261, 662),
(13, 663),
(948, 664),
(91, 665),
(712, 666),
(556, 667),
(958, 668),
(783, 669),
(627, 670),
(559, 671),
(287, 672),
(785, 673),
(206, 674),
(976, 675),
(716, 676),
(107, 677),
(212, 678),
(1004, 679),
(739, 680),
(717, 681),
(1087, 682),
(935, 683),
(935, 684),
(152, 685),
(1030, 686),
(86, 687),
(35, 688),
(967, 689),
(937, 690),
(90, 691),
(355, 692),
(194, 693),
(395, 694),
(234, 695),
(390, 696),
(1057, 697),
(496, 698),
(422, 699),
(466, 700),
(389, 701),
(407, 702),
(814, 703),
(883, 704),
(883, 705),
(201, 706),
(545, 707),
(782, 708),
(47, 709),
(405, 710),
(54, 711),
(644, 712),
(70, 713),
(704, 714),
(283, 715),
(515, 716),
(983, 717),
(11, 718),
(1049, 719),
(971, 720),
(855, 721),
(358, 722),
(286, 723),
(799, 724),
(761, 725),
(1014, 726),
(554, 727),
(692, 728),
(569, 729),
(514, 730),
(164, 731),
(342, 732),
(868, 733),
